@relation data_159

@attribute idno numeric
@attribute y numeric
@attribute w numeric
@attribute x1 {0,1}
@attribute x2 {0,1}
@attribute x3 {0,1}
@attribute z1 {0,1}
@attribute z2 {0,1}
@attribute z3 {0,1}
@attribute z4 {0,1}
@attribute z5 {0,1}
@attribute z6 numeric
@attribute z7 {0,1}
@attribute z8 numeric
@attribute binaryClass {P,N}

@data
12543,1,1.784,0,1,0,1,1,0,0,0,10,1,0.3,P
12544,2,0.81,0,0,1,1,0,0,0,0,3,0,-1,N
12545,0,1.317,0,0,1,1,0,0,1,0,6,1,2.3,P
12549,1,3.595,0,0,1,0,0,0,1,0,12,0,1.6,P
12552,2,0.376,0,0,0,1,0,0,0,0,7,1,-2.5,P
12553,2,0.751,0,0,0,1,1,0,0,0,3,1,-2.2,P
12560,2,1.502,0,0,0,0,0,0,0,0,8,1,-2.2,N
12562,1,0.81,0,0,0,0,0,0,1,0,11,0,-1.4,N
12564,2,0.405,0,1,0,0,1,0,0,0,8,0,-1.2,N
12565,2,0.81,0,1,0,0,0,0,0,0,9,0,-1.3,P
12568,1,1.999,0,0,0,0,0,0,0,0,10,1,-2.8,N
12569,1,0.5,0,0,1,0,0,0,0,0,5,1,-2.8,N
12570,2,1.2,0,0,0,0,0,0,0,0,11,1,0.5,N
12573,2,1.189,0,1,0,0,0,0,0,0,3,1,0.2,P
12576,2,0.376,0,0,0,0,0,0,1,1,9,1,-2,N
12582,2,1.499,0,1,0,0,1,0,0,0,4,1,-3.1,N
12589,2,0.913,0,0,1,1,1,0,0,0,11,1,-1.1,N
12590,2,0.376,0,0,0,0,1,0,0,0,11,1,-2.2,N
12591,2,1.317,0,0,1,1,0,0,1,0,11,1,1.8,N
12592,1,0.913,0,0,0,0,0,0,0,0,10,1,-0.7,N
12594,0,0.659,0,0,1,1,1,0,0,0,6,1,2.9,P
12596,1,0.56,0,0,1,0,0,0,0,0,9,0,0.2,N
12598,2,1.189,0,1,0,0,0,0,1,0,4,1,0,P
12599,1,2.378,0,1,0,0,1,0,0,0,10,1,0.4,P
12606,2,0.791,0,1,0,0,0,0,0,0,8,0,-1.6,P
12610,2,0.395,0,0,0,0,0,0,0,0,6,0,-2.3,N
12614,2,1.317,0,0,1,0,0,0,1,0,4,1,2.7,P
12619,2,1.502,0,0,0,1,0,0,0,0,7,1,-2,N
12620,2,0.751,0,0,0,0,0,0,0,0,6,1,-1.7,N
12621,2,0.751,0,1,0,0,0,0,1,1,2,1,-2.5,P
12623,2,2.4,0,0,0,1,0,0,1,1,3,1,1.1,P
12625,1,1.499,0,0,0,1,0,0,0,0,9,1,-2.8,P
12635,1,0.791,0,0,1,1,0,0,0,0,9,0,-1.7,N
12642,1,1.798,0,1,0,0,0,0,0,0,12,0,1.7,P
12644,2,0.6,0,0,0,1,0,0,0,0,6,1,0.6,N
12646,1,0.395,0,0,0,1,0,0,0,0,9,0,-2,N
12647,1,0.405,0,1,0,1,0,0,0,0,8,0,-1.3,P
12660,2,0.751,0,0,0,1,1,0,0,0,9,1,-2.4,P
12664,2,1.214,0,1,0,0,0,0,0,0,8,0,-1.4,N
12666,2,2.378,0,1,0,0,1,0,0,0,4,1,0,P
12667,2,1.528,0,1,0,0,0,0,0,0,11,0,-3.1,P
12672,1,1.317,0,0,1,0,0,0,1,1,5,1,1.6,P
12674,2,1.317,0,1,0,0,0,0,1,1,12,1,1.6,P
12678,1,0.899,0,0,1,0,0,0,0,0,9,0,2.8,N
12679,2,1.2,0,1,0,0,0,0,1,1,7,1,0.5,P
12681,2,0.751,0,0,0,0,0,0,1,0,7,1,-2,N
12682,2,0.791,0,0,0,0,0,0,0,0,7,0,-1.9,N
12683,1,0.405,0,0,0,0,0,0,0,0,10,0,-0.8,N
12685,2,1.528,0,1,0,0,0,0,0,0,8,0,-2.7,P
12686,2,1.777,0,0,1,0,0,0,0,0,8,0,1.2,P
12688,0,1.798,0,1,0,0,1,0,0,0,4,0,1.5,P
12690,2,1.185,0,0,1,0,1,0,0,0,4,0,0.7,P
12693,1,1.2,0,0,1,0,0,0,1,0,8,1,1,N
12696,2,1.317,0,0,1,0,0,0,1,0,9,1,1.8,P
12698,0,0.81,0,1,0,0,1,0,0,0,4,0,-1,P
12703,2,0.6,0,0,1,0,0,0,1,0,8,1,1.3,N
12704,2,0.751,0,1,0,0,1,0,0,0,12,1,-2,N
12705,2,0.405,0,1,0,0,1,0,0,0,7,0,-0.7,P
12706,2,1.999,0,1,0,0,0,0,0,0,7,1,-3.1,P
12707,2,0.395,0,1,0,0,1,0,0,0,6,0,-1.8,N
12711,2,0.791,0,1,0,0,0,0,1,0,7,0,-2.3,P
12712,2,0.81,0,1,0,0,0,0,1,0,7,0,-1.2,N
12715,1,1.999,0,0,0,0,0,0,0,0,9,1,-2.6,N
12730,2,1.798,0,0,1,1,0,0,1,0,6,0,2.2,N
12734,2,0.791,0,1,0,1,0,0,0,0,9,0,-2.1,P
12736,1,0.791,0,1,0,0,0,0,0,0,12,0,-2.3,N
12739,2,0.751,0,1,0,0,1,0,0,0,10,1,-1.7,N
12740,2,0.791,0,0,1,0,0,1,0,0,8,0,-1.9,N
12741,2,0.659,0,0,1,0,1,0,0,0,5,1,1.6,P
12742,2,0.751,0,1,0,0,0,0,1,0,10,1,-1.7,P
12754,0,1.185,0,0,1,0,0,0,1,0,0,0,1.1,P
12756,2,0.751,0,1,0,1,0,0,0,0,8,1,-2.2,N
12757,2,0.376,0,1,0,1,0,1,0,0,6,1,-1.9,N
12761,2,0.913,0,0,0,1,1,0,0,0,9,1,-0.6,N
12762,1,0.405,0,0,0,1,0,0,0,0,10,0,-1,N
12765,2,0.81,0,0,0,1,0,0,1,0,12,0,-0.8,N
12769,1,0.456,0,0,1,0,0,0,0,0,6,1,-1.5,N
12770,2,0.395,0,0,0,1,1,0,0,0,9,0,-2,N
12771,2,0.81,0,0,1,0,0,0,1,1,10,0,-1.3,N
12774,2,0.595,0,0,0,0,0,0,1,0,9,1,0.1,P
12780,2,1.185,0,0,0,0,0,0,0,0,8,0,0.8,N
12782,2,0.791,0,1,0,0,0,0,0,0,10,0,-1.6,P
12786,1,1.999,0,0,0,0,1,0,0,0,8,1,-2.8,P
12804,2,1.189,0,1,0,0,0,0,1,0,5,1,-0.5,P
12805,2,0.913,0,0,0,0,0,0,0,0,7,1,-1,N
12806,2,0.592,0,1,0,0,1,0,0,0,7,0,0.5,P
12808,2,0.764,0,1,0,0,0,0,0,0,4,0,-2.7,N
12810,1,1.121,0,1,0,0,0,0,0,0,9,0,0,P
12811,2,0.405,0,0,0,0,1,0,0,0,7,0,-1.5,P
12812,2,1.369,0,1,0,0,1,0,0,0,6,1,-1.4,P
12813,2,1.189,0,1,0,0,0,0,0,0,8,1,0.4,P
12814,2,1.214,0,1,0,0,0,0,0,0,9,0,-1,N
12815,0,0.913,0,1,0,0,1,0,0,0,0,1,-0.6,P
12821,2,0.764,0,0,0,1,0,0,0,0,7,0,-2.7,N
12831,2,0.913,0,1,0,1,0,0,1,1,7,1,-1,N
12834,1,0.81,0,0,0,1,0,0,0,0,9,0,-1.4,N
12835,1,0.751,0,0,0,1,1,0,0,0,7,1,-2.2,N
12836,2,1.189,0,0,0,1,1,0,0,0,6,1,0,P
12838,1,0.751,0,1,0,1,0,0,0,0,10,1,-2.2,N
12841,2,0.659,0,0,1,0,0,0,1,0,4,1,3.1,P
12846,2,0.791,0,0,1,0,1,0,0,0,5,0,-1.8,P
12850,2,1.528,0,1,0,0,0,0,0,0,11,0,-3.2,P
12851,2,0.751,0,1,0,0,0,0,0,0,12,1,-2.4,N
12854,1,0.592,0,0,1,0,0,0,0,0,9,0,1.3,P
12858,0,1.2,0,1,0,0,1,0,0,0,4,1,0.5,P
12859,2,0.913,0,1,0,0,0,0,0,0,10,1,-0.9,N
12864,2,1.528,0,0,0,0,1,0,0,0,9,0,-2.6,P
12874,2,0.81,0,0,0,1,0,0,0,0,7,0,-0.9,N
12888,2,0.6,0,0,1,1,0,0,0,0,6,1,0.8,P
12893,2,0.405,0,0,0,1,0,0,1,1,9,0,-0.8,N
12896,2,0.456,0,0,0,1,0,0,0,0,11,1,-1.1,N
12897,2,0.405,0,0,0,1,0,0,0,0,8,0,-1.1,N
12912,2,2.024,0,0,1,0,1,0,0,0,12,0,-0.6,N
12913,1,1.214,0,0,0,0,0,0,0,0,10,0,-1.4,N
12916,2,1.146,0,1,0,0,0,0,0,0,9,0,-2.8,N
12917,1,0.592,0,0,1,0,0,0,0,0,12,0,0.9,P
12919,2,0.595,0,0,0,0,1,0,0,0,4,1,0.1,N
12920,1,1.214,0,0,0,0,0,0,0,0,10,0,-1,N
12921,2,0.592,0,1,0,0,1,0,0,0,8,0,1.4,P
12922,2,0.659,0,0,1,0,0,0,1,0,4,1,1.8,P
12923,2,1.127,0,0,0,0,1,0,0,0,8,1,-2.2,N
12926,1,1.214,0,1,0,0,0,0,0,0,10,0,-0.7,P
12928,2,0.791,0,1,0,0,0,0,0,0,10,0,-2,N
12929,2,1.185,0,1,0,0,1,0,0,0,8,0,0.7,N
12930,2,1.189,0,0,0,0,1,0,0,0,5,1,-0.2,P
12931,2,0.81,0,1,0,0,1,0,0,0,8,0,-1.1,N
12938,2,1.999,0,1,0,0,1,0,0,0,10,1,-3.2,P
12945,2,1.911,0,0,0,0,0,0,1,0,6,0,-2.7,P
12947,2,1.121,0,0,0,0,0,0,0,0,9,0,-0.1,P
12948,2,0.764,0,1,0,0,1,0,0,0,8,0,-3,P
12951,2,0.751,0,0,0,0,0,0,0,0,9,1,-1.6,P
12952,2,1,0,1,0,0,0,0,0,0,5,1,-3.2,P
12953,2,0.791,0,1,0,0,0,0,0,0,8,0,-1.7,P
12958,2,2.293,0,1,0,0,0,0,0,0,10,0,-2.9,P
12961,2,2.024,0,1,0,1,1,0,0,0,3,0,-0.6,P
12963,1,0.751,0,0,0,1,0,0,1,0,9,1,-1.8,N
12966,2,0.56,0,0,0,1,0,0,0,0,9,0,-0.5,N
12974,2,0.899,0,0,1,0,1,0,0,0,2,0,2.3,P
12975,2,0.56,0,0,0,0,1,0,0,0,1,0,-0.5,P
12976,2,0.913,0,0,0,0,1,0,0,0,9,1,-1.3,N
12978,0,1.189,0,1,0,0,1,0,0,0,2,1,0.4,P
12983,2,0.899,0,0,1,0,0,0,0,0,6,0,2.6,P
12986,2,1.185,0,0,1,0,0,1,0,0,6,0,0.6,P
12990,0,1.185,0,1,0,1,1,0,0,0,7,0,0.5,N
12991,1,0.81,0,1,0,0,0,0,0,0,4,0,-1.1,P
12992,2,1.127,0,1,0,1,0,0,0,0,8,1,-2.3,N
12994,2,0.659,0,0,1,0,0,0,1,0,4,1,2.9,P
13003,2,0.913,0,0,0,1,0,1,0,0,7,1,-1.2,P
13007,1,0.751,0,1,0,1,0,0,0,0,11,1,-1.8,N
13008,1,1.976,0,1,0,0,1,0,0,0,7,1,2.2,N
13009,2,1.798,0,0,1,1,1,0,0,0,6,0,1.5,N
13012,2,0.56,0,0,0,1,0,0,0,0,9,0,0,N
13016,1,1.528,0,1,0,0,0,0,0,0,8,0,-2.6,N
13017,2,0.791,0,0,0,0,0,1,0,0,10,0,-1.8,P
13020,1,1.146,0,0,1,0,0,0,0,0,11,0,-3.1,P
13021,2,0.592,0,0,1,0,1,0,0,0,4,0,0.7,P
13023,2,0.751,0,1,0,0,0,0,1,0,9,1,-1.9,N
13026,2,1.146,0,0,1,1,0,0,0,0,8,0,-2.6,N
13030,0,2.499,0,0,0,0,1,0,0,0,5,1,-2.6,P
13035,1,0.376,0,0,0,1,0,0,0,0,10,1,-2,P
13036,2,0.376,0,0,1,1,0,0,0,0,7,1,-1.9,N
13039,2,0.751,0,1,0,1,0,1,0,0,10,1,-2.2,N
13045,2,0.899,0,1,0,0,0,0,0,0,8,0,1.5,P
13046,1,1.2,0,0,0,0,0,0,1,0,11,1,1,N
13049,2,0.56,0,0,0,0,0,0,0,0,9,0,0,P
13051,2,1.681,0,1,0,0,0,0,0,0,7,0,-0.4,P
13055,2,1,0,0,0,0,0,0,0,0,11,1,-3.2,P
13064,2,0.899,0,0,1,1,0,0,0,0,1,0,3.6,P
13066,2,0.751,0,1,0,0,0,0,1,0,9,1,-1.9,N
13073,2,0.376,0,0,0,0,1,0,0,0,7,1,-1.9,N
13074,2,0.913,0,0,1,0,1,0,0,0,12,1,-0.7,P
13079,1,0.395,0,0,1,1,0,0,0,0,9,0,-2.1,P
13080,2,0.376,0,1,0,0,1,0,0,0,9,1,-2.3,P
13083,2,0.913,0,1,0,0,0,0,0,0,8,1,-1.1,P
13084,2,0.56,0,0,1,0,0,0,0,0,1,0,-0.1,P
13087,2,2.378,0,0,0,0,1,0,0,0,4,1,0.1,P
13096,1,1.499,0,1,0,0,0,0,0,0,10,1,-2.9,P
13098,2,0.405,0,1,0,0,1,0,0,0,5,0,-1.4,P
13099,1,2.378,0,0,0,0,0,0,0,0,9,1,0,N
13101,2,0.751,0,1,0,0,0,0,0,0,8,1,-1.6,N
13102,2,1.499,0,0,0,0,1,0,0,0,7,1,-3,P
13105,2,0.456,0,1,0,0,1,0,0,0,3,1,-1.2,N
13108,2,0.456,0,1,0,0,0,0,1,0,9,1,-1,N
13112,2,0.913,0,1,0,0,0,0,1,0,5,1,-1.4,P
13123,2,1.976,0,0,0,1,0,0,0,0,8,0,-1.8,P
13126,2,0.81,0,1,0,1,0,0,1,0,7,0,-0.6,N
13133,2,1.146,0,0,0,1,1,0,0,0,7,0,-3.1,P
13139,2,0.395,0,0,0,1,0,0,0,0,4,0,-1.9,P
13156,2,0.81,0,1,0,0,1,0,0,0,5,0,-1.1,P
13158,2,0.791,0,1,0,0,0,0,1,0,5,0,-1.6,N
13162,2,1.976,0,1,0,0,0,1,0,0,7,0,-2.5,N
13166,1,1.2,0,1,0,0,0,0,1,0,5,1,1.4,P
13169,2,0.376,0,1,0,0,0,0,0,0,5,1,-2.1,P
13170,1,0.913,0,1,0,0,0,0,0,0,7,1,-1.2,P
13173,2,0.592,0,0,0,0,1,0,0,0,6,0,1.2,N
13174,2,0.899,0,0,1,0,0,0,0,0,6,0,3.8,P
13176,2,0.751,0,1,0,0,0,1,0,0,10,1,-2,P
13177,2,0.899,0,0,1,0,0,0,0,0,6,0,1.8,P
13178,2,1.784,0,1,0,0,1,0,0,0,9,1,-0.3,N
13181,2,0.751,0,1,0,0,0,0,0,0,9,1,-1.8,N
13182,2,0.791,0,1,0,0,0,0,0,0,11,0,-2.5,N
13184,1,0.751,0,1,0,0,0,0,0,0,8,1,-2,N
13186,0,0.6,0,1,0,0,0,0,0,0,5,1,1.3,P
13187,2,1.798,0,0,1,0,0,0,1,0,9,0,1.7,P
13188,2,1.581,0,0,1,0,1,0,0,0,11,0,-1.6,N
13189,2,0.791,0,1,0,0,0,0,0,0,8,0,-2.4,P
13191,2,1.976,0,0,1,0,1,0,0,0,1,1,1.7,P
13195,1,1.2,0,0,0,0,0,0,0,0,9,1,0.9,N
13196,2,1.499,0,0,1,0,1,0,0,0,1,1,-2.6,P
13197,2,0.395,0,1,0,0,1,0,0,0,8,0,-1.7,N
13200,0,1.499,0,1,0,0,0,0,0,0,8,1,-2.8,N
13206,2,0.751,0,0,0,1,0,0,0,0,11,1,-1.6,N
13217,1,1.798,0,0,1,0,0,0,1,0,7,0,2.7,N
13218,2,1.2,0,0,1,0,1,0,0,0,4,1,1,P
13222,1,0.764,0,0,0,0,0,0,0,0,6,0,-2.7,P
13226,1,0.913,0,0,0,1,0,0,1,0,4,1,-1.1,N
13227,1,0.899,0,0,1,0,0,0,0,0,9,0,2.4,P
13228,2,1.2,0,0,0,0,0,0,1,0,5,1,1.2,P
13229,2,0.6,0,0,1,0,1,0,0,0,7,1,0.9,N
13230,2,0.751,0,1,0,0,0,0,1,0,10,1,-1.7,P
13235,1,0.899,0,0,1,0,0,0,0,0,7,0,1.8,P
13236,2,1.127,0,0,0,1,1,0,0,0,7,1,-2.3,N
13237,2,0.791,0,0,1,1,0,0,0,0,8,0,-1.6,N
13240,2,1.2,0,1,0,0,0,0,1,1,8,1,0.5,N
13242,2,0.764,0,0,0,1,1,0,0,0,7,0,-2.9,P
13243,1,0.395,0,0,0,1,0,0,0,0,7,0,-1.7,N
13246,1,1.798,0,0,1,1,0,0,0,0,5,0,3.3,P
13250,2,0.382,0,1,0,0,1,0,0,0,9,0,-3.1,P
13255,1,0.659,0,0,1,0,1,0,0,0,2,1,2.9,P
13256,2,1.189,0,1,0,0,1,0,0,0,6,1,-0.1,N
13267,2,0.899,0,0,1,0,0,0,0,0,7,0,3.3,P
13268,2,1.8,0,1,0,0,1,0,0,0,5,1,1.3,P
13278,2,0.456,0,0,1,1,0,0,0,0,10,1,-1.2,N
13288,2,1.681,0,1,0,0,0,0,1,0,9,0,0.2,P
13289,2,0.456,0,1,0,0,0,0,0,0,10,1,-1.5,N
13294,2,0.751,0,1,0,0,1,0,0,0,6,1,-2.4,N
13298,2,1.528,0,0,0,0,0,0,0,0,12,0,-2.6,N
13306,2,0.899,0,0,1,1,0,0,0,0,10,0,2,P
13308,2,1,0,1,0,0,0,0,1,0,10,1,-3.1,P
13310,2,0.382,0,1,0,0,0,0,0,0,10,0,-2.6,N
13315,1,0.81,0,1,0,1,0,0,1,0,10,0,-0.9,N
13323,2,1.189,0,0,0,0,1,0,0,0,10,1,-0.2,N
13324,2,0.376,0,0,1,0,0,0,0,0,8,1,-2.3,N
13329,2,0.791,0,0,1,0,0,0,0,0,8,0,-1.9,N
13338,2,0.791,0,1,0,0,1,0,0,0,11,0,-1.9,P
13340,2,0.751,0,1,0,0,0,0,0,0,8,1,-1.9,N
13345,1,0.899,0,1,0,1,0,0,1,0,11,0,2,P
13350,2,0.899,0,0,1,0,0,0,0,0,7,0,2.1,P
13351,2,0.405,0,0,0,1,0,0,1,0,12,0,-1.4,N
13355,2,1.146,0,0,0,0,1,0,0,0,10,0,-2.6,P
13366,2,0.376,0,0,0,1,1,0,0,0,8,1,-2.4,N
13368,2,0.395,0,0,1,1,0,0,1,0,8,0,-1.6,N
13370,1,2.378,0,0,0,1,0,0,1,0,9,1,-0.2,N
13377,2,0.456,0,0,0,1,1,0,0,0,6,1,-0.7,P
13383,2,1.2,0,0,0,0,0,0,1,0,8,1,1.4,P
13392,1,1.214,0,0,1,0,0,0,0,0,10,0,-0.8,N
13393,2,0.81,0,0,1,0,0,0,0,0,9,0,-0.6,P
13395,2,1.214,0,0,0,0,0,1,0,0,7,0,-0.7,N
13396,2,0.395,0,1,0,0,1,0,0,0,8,0,-2.5,N
13397,2,0.395,0,1,0,0,0,0,0,0,7,0,-2.1,P
13401,2,1.528,0,1,0,0,0,0,0,0,9,0,-2.9,N
13402,2,0.899,0,0,1,0,0,0,0,0,9,0,1.7,P
13406,2,0.913,0,1,0,0,1,0,0,0,1,1,-1.2,N
13407,0,0.81,0,1,0,0,1,0,0,0,1,0,-1.1,P
13408,2,0.899,0,0,1,0,1,0,0,0,4,0,1.7,P
13409,2,0.382,0,1,0,0,0,0,0,0,8,0,-3.1,P
13414,2,1.502,0,0,1,0,0,0,1,0,9,1,-2.4,P
13418,0,1.502,0,0,1,0,1,0,0,0,8,1,-1.9,P
13419,2,0.899,0,0,1,0,0,0,0,0,8,0,2.5,P
13422,1,0.791,0,0,1,0,0,0,0,0,7,0,-2.4,P
13425,2,1.681,0,0,0,0,0,0,0,0,7,0,-0.4,P
13426,2,0.376,0,0,0,0,0,0,0,0,11,1,-2.2,N
13427,2,0.899,0,0,1,0,1,0,0,0,3,0,1.7,P
13429,2,0.913,0,0,1,0,0,0,0,0,5,1,-1.4,P
13430,2,0.791,0,0,0,0,1,0,0,0,9,0,-1.7,P
13437,2,0.751,0,1,0,0,0,0,0,0,7,1,-1.7,N
13438,2,0.913,0,1,0,0,0,0,0,0,7,1,-1,P
13440,1,1.146,0,0,1,0,0,0,0,0,11,0,-2.9,N
13441,1,0.81,0,0,1,0,0,0,0,0,4,0,-1.2,N
13448,2,0.395,0,0,1,1,0,0,0,0,9,0,-2.5,P
13456,2,0.751,0,1,0,0,0,0,0,0,11,1,-2.4,N
13458,1,1.189,0,1,0,0,0,0,0,0,9,1,-0.5,N
13465,0,1.499,0,1,0,0,1,0,0,0,9,1,-2.7,P
13467,2,0.592,0,0,1,0,0,0,0,0,11,0,0.8,P
13468,1,0.376,0,0,1,0,1,0,0,0,10,1,-2,N
13470,2,0.592,0,0,0,1,0,0,0,0,11,0,1.1,P
13473,2,1.2,0,0,1,0,0,0,1,0,8,1,1,N
13474,1,0.764,0,1,0,0,0,0,0,0,12,0,-2.8,N
13480,2,0.376,0,1,0,1,0,0,0,0,1,1,-1.6,N
13482,2,0.913,0,0,0,1,0,1,0,0,10,1,-1.1,N
13483,1,0.81,0,0,1,0,1,0,0,0,2,0,-1.4,P
13485,2,1.2,0,0,0,1,0,0,0,0,10,1,1.2,P
13486,1,0.791,0,0,0,1,1,0,0,0,10,0,-2.5,N
13490,2,0.791,0,0,1,1,0,0,0,0,7,0,-1.9,N
13492,2,1.999,0,0,0,1,0,0,0,0,6,1,-2.6,N
13493,0,0.395,0,0,0,1,1,0,0,0,4,0,-1.7,P
13497,2,0.81,0,0,0,1,0,0,0,0,7,0,-1.2,N
13499,2,1.185,0,0,1,0,0,0,1,0,10,0,0.6,P
13500,2,0.382,0,0,1,0,0,0,0,0,7,0,-2.9,N
13501,2,1.499,0,1,0,0,1,0,0,0,10,1,-3.2,P
13502,2,1.121,0,0,0,0,0,0,0,0,10,0,-0.2,N
13504,2,0.913,0,1,0,0,0,0,1,0,5,1,-0.6,N
13512,2,0.456,0,1,0,1,0,0,0,0,10,1,-1.1,N
13514,2,1.976,0,0,1,1,1,0,0,0,1,1,1.5,P
13517,2,1.185,0,0,1,1,0,0,0,0,10,0,0.9,P
13518,2,1.2,0,1,0,1,1,0,0,0,6,1,1.3,P
13519,2,0.376,0,0,0,1,1,0,0,0,7,1,-2.4,N
13529,2,1,0,1,0,0,1,0,0,0,8,1,-2.6,P
13530,1,0.595,0,1,0,0,0,0,0,0,12,1,0.1,N
13531,1,0.376,0,0,0,0,0,1,0,0,9,1,-1.9,N
13539,1,2.378,0,0,0,0,0,0,0,0,6,1,-0.4,P
13540,1,1.681,0,1,0,0,0,0,0,0,10,0,0.3,P
13541,1,0.791,0,0,0,0,0,0,0,0,4,0,-1.8,P
13542,1,1.878,0,0,0,0,0,0,0,0,9,1,-2.4,N
13544,1,0.764,0,0,0,1,1,0,0,0,8,0,-2.8,N
13547,2,1.528,0,0,0,1,1,0,0,0,7,0,-2.7,N
13550,2,0.751,0,1,0,0,1,0,0,0,3,1,-2.2,P
13551,2,0.376,0,1,0,0,0,0,0,0,7,1,-2.2,N
13558,2,0.791,0,1,0,1,0,0,0,0,7,0,-2.4,N
13563,2,0.899,0,0,1,0,1,0,0,0,5,0,2.4,P
13564,2,0.395,0,0,0,1,1,0,0,0,8,0,-2,N
13568,2,2.241,0,0,1,0,0,0,0,0,10,0,-0.3,P
13572,2,1.777,0,1,0,0,0,0,0,0,5,0,1.1,P
13580,2,1.189,0,1,0,0,0,0,0,0,10,1,-0.5,P
13582,2,1.121,0,0,1,0,0,0,1,0,10,0,0.1,P
13588,2,0.405,0,1,0,1,0,0,0,0,6,0,-1.1,N
13589,1,0.751,0,0,0,0,0,1,0,0,8,1,-2.2,P
13590,0,0.913,0,0,0,1,1,0,0,0,2,1,-1.2,N
13591,1,1.777,0,0,1,0,0,0,1,0,10,0,1.3,N
13592,2,0.376,0,1,0,1,0,0,1,1,6,1,-1.7,N
13593,2,0.913,0,0,0,1,0,0,1,0,0,1,-0.9,P
13596,2,0.764,0,0,0,0,0,0,0,0,9,0,-2.8,N
13597,2,0.595,0,1,0,0,1,0,0,0,1,1,-0.4,N
13600,1,0.913,0,1,0,0,0,0,0,0,8,1,-1.2,N
13606,2,0.456,0,0,0,1,1,0,0,0,4,1,-1.3,P
13610,2,0.456,0,1,0,1,1,0,0,0,3,1,-1.3,N
13613,2,0.791,0,0,1,1,0,0,0,0,4,0,-2.4,N
13614,1,0.5,0,0,0,1,1,0,0,0,8,1,-3.1,P
13615,2,0.456,0,0,0,1,0,0,0,0,7,1,-1.1,N
13629,2,1.976,0,0,0,1,0,0,0,0,7,0,-2.2,N
13631,2,0.764,0,1,0,0,0,0,1,1,5,0,-2.7,N
13632,2,1.146,0,1,0,0,0,0,0,0,9,0,-3.1,P
13635,2,2.369,0,0,0,0,0,0,1,0,9,0,0.5,N
13641,0,0.899,0,0,1,0,0,0,1,0,6,0,1.5,N
13642,2,1.976,0,1,0,0,0,0,1,1,10,0,-2.3,N
13643,2,0.791,0,0,1,0,0,0,1,0,10,0,-1.7,N
13646,1,1.499,0,1,0,0,0,0,0,0,9,1,-2.7,N
13648,2,0.791,0,1,0,0,1,0,0,0,10,0,-2.4,P
13650,2,0.405,0,1,0,0,0,0,0,0,10,0,-1.4,N
13654,1,1.317,0,1,0,0,0,0,1,0,11,1,1.7,P
13656,2,1.146,0,1,0,0,0,0,1,1,10,0,-2.6,N
13662,0,1.185,0,0,1,0,0,0,0,0,9,0,0.7,P
13669,1,1,0,1,0,0,0,0,0,0,6,1,-2.9,P
13671,2,0.81,0,0,1,0,1,0,0,0,6,0,-1,P
13674,2,1.146,0,0,0,0,1,0,0,0,6,0,-2.9,P
13675,2,1.146,0,0,0,0,0,0,0,0,12,0,-2.7,N
13676,2,0.395,0,0,0,0,0,0,0,0,9,0,-1.7,N
13678,2,1.499,0,1,0,0,0,0,0,0,7,1,-3.2,P
13682,1,1.528,0,1,0,0,0,0,0,0,10,0,-2.8,P
13683,1,0.81,0,1,0,0,0,0,0,0,10,0,-1.4,N
13684,2,0.595,0,1,0,0,0,0,0,0,9,1,-0.2,N
13700,2,0.791,0,1,0,0,1,0,0,0,9,0,-1.8,N
13702,2,0.376,0,1,0,0,0,0,0,0,5,1,-1.7,P
13703,1,1.798,0,1,0,0,0,0,0,0,7,0,1.7,P
13704,2,1.2,0,0,0,1,1,0,0,0,11,1,0.7,P
13706,1,0.791,0,1,0,0,0,0,0,0,8,0,-1.7,N
13709,0,1.185,0,1,0,0,1,0,0,0,1,0,0.6,P
13710,0,0.6,0,0,1,1,0,0,1,0,5,1,0.5,N
13714,2,0.913,0,1,0,0,1,0,0,0,8,1,-0.7,N
13715,2,1.8,0,0,0,0,0,0,1,0,8,1,1.1,N
13717,1,1.185,0,1,0,0,0,0,0,0,12,0,0.5,P
13720,2,0.751,0,1,0,1,0,1,0,0,7,1,-2.2,P
13722,2,1.317,0,0,1,1,0,0,0,0,7,1,2.6,P
13724,2,1.911,0,0,0,1,0,0,0,0,8,0,-3.2,P
13726,0,1.369,0,1,0,0,0,0,0,0,5,1,-1.5,P
13731,2,0.791,0,0,1,1,0,0,0,0,9,0,-2.4,N
13733,1,0.376,0,0,0,1,1,0,0,0,10,1,-1.9,N
13734,2,0.81,0,1,0,1,0,1,0,0,8,0,-0.9,N
13736,2,0.913,0,0,0,1,0,0,1,0,8,1,-0.8,N
13749,2,1.528,0,1,0,0,0,0,0,0,9,0,-2.7,N
13757,2,1.581,0,0,0,0,0,0,0,0,8,0,-2.1,N
13762,2,0.382,0,0,0,1,1,0,0,0,6,0,-2.8,N
13763,2,2.499,0,0,0,1,1,0,0,0,7,1,-2.9,N
13772,2,0.751,0,1,0,0,1,0,0,0,11,1,-2.2,N
13774,2,1.976,0,0,1,0,1,0,0,0,1,1,2.7,P
13776,2,0.913,0,1,0,0,1,0,0,0,5,1,-1,N
13778,2,1.185,0,0,1,0,0,0,1,0,11,0,1,P
13782,1,1.976,0,0,1,0,1,0,0,0,2,1,2.5,P
13783,2,0.899,0,0,1,0,1,0,0,0,7,0,1.7,P
